timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,ex,ey,ez
1748938416839,-1679,-51,1944,0,-11,0,-16,28,-17,228.36431884765625,40.792823791503906,-1.547499418258667
1748938416840,-1677,-52,1945,0,-11,0,-16,28,-18,228.36431884765625,40.792823791503906,-1.547499418258667
1748938416927,-1679,-52,1944,0,-11,0,-17,28,-19,228.36431884765625,40.792823791503906,-1.547499418258667
1748938416928,-1679,-52,1944,0,-11,0,-17,28,-19,228.36669921875,40.79241943359375,-1.5465420484542847
1748938417027,-1679,-52,1944,0,-11,0,-16,28,-18,228.36669921875,40.79241943359375,-1.5465420484542847
1748938417027,-1679,-52,1944,0,-11,0,-16,28,-18,228.34722900390625,40.797950744628906,-1.5493526458740234
1748938417135,-1679,-52,1944,0,-11,0,-16,28,-16,228.34722900390625,40.797950744628906,-1.5493526458740234
1748938417135,-1679,-52,1944,0,-11,0,-16,28,-16,228.34991455078125,40.79749298095703,-1.5578463077545166
1748938417243,-1679,-52,1944,0,-11,0,-16,28,-16,228.38699340820312,40.80559539794922,-1.5490342378616333
1748938417244,-1679,-52,1944,0,-11,0,-16,28,-18,228.38699340820312,40.80559539794922,-1.5490342378616333
1748938417349,-1679,-52,1944,0,-11,0,-16,27,-17,228.38699340820312,40.80559539794922,-1.5490342378616333
1748938417351,-1679,-52,1944,0,-11,0,-16,27,-17,228.40512084960938,40.807594299316406,-1.5469915866851807
1748938417451,-1679,-52,1944,0,-11,0,-17,28,-17,228.40512084960938,40.807594299316406,-1.5469915866851807
1748938417451,-1679,-52,1944,0,-11,0,-17,28,-17,228.4152069091797,40.80319595336914,-1.5550423860549927
1748938417564,-1679,-52,1944,0,-11,0,-17,28,-18,228.4152069091797,40.80319595336914,-1.5550423860549927
1748938417575,-1679,-52,1944,0,-11,0,-17,28,-18,228.4442901611328,40.8078727722168,-1.5474879741668701
1748938417663,-1679,-52,1944,0,-11,0,-16,28,-18,228.4442901611328,40.8078727722168,-1.5474879741668701
1748938417663,-1679,-52,1944,0,-11,0,-16,28,-18,228.43923950195312,40.80989456176758,-1.5424706935882568
1748938417769,-1679,-52,1944,0,-11,0,-17,28,-18,228.43923950195312,40.80989456176758,-1.5424706935882568
1748938417769,-1679,-52,1944,0,-11,0,-17,28,-18,228.43588256835938,40.804508209228516,-1.5514947175979614
1748938417867,-1678,-52,1944,0,-11,0,-16,28,-17,228.43588256835938,40.804508209228516,-1.5514947175979614
