timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,ex,ey,ez
1748592106877,-936,72,1252,-2,-2,-2,-24,-175,76,215.3637237548828,36.72417449951172,3.3042290210723877
1748592106877,-936,72,1252,-2,-2,-2,-24,-175,76,216.0930938720703,36.72416687011719,3.3042306900024414
1748592106986,-936,72,1252,-2,-2,-2,-24,-175,76,216.0930938720703,36.72416687011719,3.3042306900024414
1748592106986,-936,72,1252,-2,-2,-2,-24,-175,76,216.74142456054688,36.72416305541992,3.3042335510253906
1748592107090,-936,72,1252,-2,-2,-2,-24,-175,76,216.74142456054688,36.72416305541992,3.3042335510253906
1748592107090,-936,72,1252,-2,-2,-2,-24,-175,76,217.47080993652344,36.724159240722656,3.3042337894439697
1748592107193,-936,72,1252,-2,-2,-2,-24,-175,76,217.47080993652344,36.724159240722656,3.3042337894439697
1748592107193,-936,72,1252,-2,-2,-2,-24,-175,76,218.119140625,36.724159240722656,3.3042354583740234
1748592107288,-936,72,1252,-2,-2,-2,-24,-175,76,218.119140625,36.724159240722656,3.3042354583740234
1748592107299,-936,72,1252,-2,-2,-2,-24,-175,76,218.84852600097656,36.72416305541992,3.3042445182800293
1748592107390,-936,72,1252,-2,-2,-2,-24,-175,76,218.84852600097656,36.72416305541992,3.3042445182800293
1748592107408,-936,72,1252,-2,-2,-2,-24,-175,76,219.49685668945312,36.724159240722656,3.3042502403259277
1748592107497,-936,72,1252,-2,-2,-2,-24,-175,76,219.49685668945312,36.724159240722656,3.3042502403259277
1748592107497,-936,72,1252,-2,-2,-2,-24,-175,76,220.14517211914062,36.72415542602539,3.3042471408843994
1748592107609,-936,72,1252,-2,-2,-2,-24,-175,76,220.14517211914062,36.72415542602539,3.3042471408843994
1748592107609,-936,72,1252,-2,-2,-2,-24,-175,76,220.87452697753906,36.72415542602539,3.304241180419922
1748592107796,-936,72,1252,-2,-2,-2,-17,-177,78,220.87452697753906,36.72415542602539,3.304241180419922
1748592107796,-936,72,1252,-2,-2,-2,-17,-177,78,221.5228271484375,36.724143981933594,3.304244041442871
1748592107875,-936,72,1252,-2,-2,-2,-17,-177,78,221.5228271484375,36.724143981933594,3.304244041442871
1748592107875,-936,72,1252,-2,-2,-2,-17,-177,78,222.171142578125,36.72414779663086,3.304243564605713
1748592107927,-936,72,1252,-2,-2,-2,-17,-177,78,222.171142578125,36.72414779663086,3.304243564605713
1748592107927,-936,72,1252,-2,-2,-2,-17,-177,78,222.90049743652344,36.72414779663086,3.3042476177215576
1748592108015,-936,72,1252,-2,-2,-2,-17,-177,78,222.90049743652344,36.72414779663086,3.3042476177215576
1748592108015,-936,72,1252,-2,-2,-2,-17,-177,78,223.548828125,36.724143981933594,3.304245948791504
1748592108114,-936,72,1252,-2,-2,-2,-17,-177,78,223.548828125,36.724143981933594,3.304245948791504
1748592108114,-936,72,1252,-2,-2,-2,-17,-177,78,224.27818298339844,36.724143981933594,3.3042514324188232
1748592108223,-936,72,1252,-2,-2,-2,-17,-177,78,224.27818298339844,36.724143981933594,3.3042514324188232
1748592108223,-936,72,1252,-2,-2,-2,-17,-177,78,224.92648315429688,36.72412872314453,3.3042516708374023
1748592108322,-936,72,1252,-2,-2,-2,-17,-177,78,224.92648315429688,36.72412872314453,3.3042516708374023
1748592108322,-936,72,1252,-2,-2,-2,-17,-177,78,225.65585327148438,36.7241325378418,3.3042609691619873
1748592108420,-936,72,1252,-2,-2,-2,-17,-177,78,225.65585327148438,36.7241325378418,3.3042609691619873
1748592108420,-936,72,1252,-2,-2,-2,-17,-177,78,226.38522338867188,36.72413635253906,3.3042566776275635
1748592108527,-936,72,1252,-2,-2,-2,-17,-177,78,226.38522338867188,36.72413635253906,3.3042566776275635
1748592108527,-936,72,1252,-2,-2,-2,-17,-177,78,227.03355407714844,36.72412872314453,3.304257869720459
1748592108692,-936,72,1252,-2,-2,-2,-17,-177,78,227.03355407714844,36.72412872314453,3.304257869720459
1748592108692,-936,72,1252,-2,-2,-2,-17,-177,78,227.76292419433594,36.724143981933594,3.304264545440674
1748592108725,-936,72,1252,-2,-2,-2,-17,-177,78,227.76292419433594,36.724143981933594,3.304264545440674
1748592108726,-936,72,1252,-2,-2,-2,-17,-177,78,228.49229431152344,36.7241325378418,3.304274559020996
1748592108825,-936,72,1252,-2,-2,-2,-17,-177,78,228.49229431152344,36.7241325378418,3.304274559020996
1748592108825,-936,72,1252,-2,-2,-2,-17,-177,78,229.14060974121094,36.72412872314453,3.304272174835205
1748592108930,-936,72,1252,-2,-2,-2,-17,-177,78,229.14060974121094,36.72412872314453,3.304272174835205
1748592108930,-936,72,1252,-2,-2,-2,-17,-177,78,229.86997985839844,36.72412872314453,3.3042774200439453
1748592109035,-936,72,1252,-2,-2,-2,-17,-177,78,229.86997985839844,36.72412872314453,3.3042774200439453
1748592109035,-936,72,1252,-2,-2,-2,-17,-177,78,230.59934997558594,36.72412872314453,3.304281711578369
1748592109130,-936,72,1252,-2,-2,-2,-17,-177,78,230.59934997558594,36.72412872314453,3.304281711578369
1748592109130,-936,72,1252,-2,-2,-2,-17,-177,78,231.24766540527344,36.72411346435547,3.3042776584625244
